,Date,AddressAccuracy,Latitude,Longitude,NumMosquitos,WnvPresent,CULEX ERRATICUS,CULEX PIPIENS,CULEX PIPIENS/RESTUANS,CULEX RESTUANS,CULEX SALINARIUS,CULEX TARSALIS,CULEX TERRITANS,Station,Tmax,Tmin,Tavg,DewPoint,Heat,Cool,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,Station1,Tmax1,Tmin1,Tavg1,DewPoint1,Heat1,Cool1,StnPressure1,SeaLevel1,ResultSpeed1,ResultDir1,AvgSpeed1
0,5/29/2007,9,41.95469,-87.800991,1,0,0,0,1,0,0,0,0,1.000510672,84.79732195,57.51432895,71.2620085,54.87684392,0.162658578,6.391473384,29.41041002,30.1313627,5.744753245,16.745274,6.48765434,2.001021345,84.23873474,62.01634572,73.48088797,56.13288828,0.11159135,8.559285619,29.46407622,30.1143576,5.66953416,14.75781385,7.082247518
1,5/29/2007,9,41.95469,-87.800991,1,0,0,0,0,1,0,0,0,1.000510672,84.79732195,57.51432895,71.2620085,54.87684392,0.162658578,6.391473384,29.41041002,30.1313627,5.744753245,16.745274,6.48765434,2.001021345,84.23873474,62.01634572,73.48088797,56.13288828,0.11159135,8.559285619,29.46407622,30.1143576,5.66953416,14.75781385,7.082247518
2,5/29/2007,9,41.994991,-87.769279,1,0,0,0,0,1,0,0,0,1.000510672,84.79732195,57.51432895,71.2620085,54.87684392,0.162658578,6.391473384,29.41041002,30.1313627,5.744753245,7.082247518,7.082247518,7.082247+Z3:AA4518,7.082247518,7.082247518,7.082247518,7.082247518,7.082247518,7.082247518,7.082247518,7.082247518,7.082247518,7.082247518,7.082247518
3,5/29/2007,8,41.974089,-87.824812,1,0,0,0,1,0,0,0,0,1.000510672,84.79732195,57.51432895,71.2620085,54.87684392,0.162658578,6.391473384,29.41041002,30.1313627,5.744753245,16.745274,6.48765434,2.001021345,84.23873474,62.01634572,73.48088797,56.13288828,0.11159135,8.559285619,29.46407622,30.1143576,5.66953416,14.75781385,7.082247518
4,5/29/2007,8,41.974089,-87.824812,4,0,0,0,0,1,0,0,0,1.000510672,84.79732195,57.51432895,71.2620085,54.87684392,0.162658578,6.391473384,29.41041002,30.1313627,5.744753245,16.745274,6.48765434,2.001021345,84.23873474,62.01634572,73.48088797,56.13288828,0.11159135,8.559285619,29.46407622,30.1143576,5.66953416,14.75781385,7.082247518
5,5/29/2007,8,41.9216,-87.666455,2,0,0,0,0,1,0,0,0,1.000510672,84.79732195,57.51432895,71.2620085,54.87684392,0.162658578,6.391473384,29.41041002,30.1313627,5.744753245,16.745274,6.48765434,2.001021345,84.23873474,62.01634572,73.48088797,56.13288828,0.11159135,8.559285619,29.46407622,30.1143576,5.66953416,14.75781385,7.082247518
6,5/29/2007,8,41.891118,-87.654491,1,0,0,0,0,1,0,0,0,1.000510672,84.79732195,57.51432895,71.2620085,54.87684392,0.162658578,6.391473384,29.41041002,30.1313627,5.744753245,16.745274,6.48765434,2.001021345,84.23873474,62.01634572,73.48088797,56.13288828,0.11159135,8.559285619,29.46407622,30.1143576,5.66953416,14.75781385,7.082247518
7,5/29/2007,8,41.867108,-87.654224,1,0,0,0,1,0,0,0,0,1.000510672,84.79732195,57.51432895,71.2620085,54.87684392,0.162658578,6.391473384,29.41041002,30.1313627,5.744753245,16.745274,6.48765434,2.001021345,84.23873474,62.01634572,73.48088797,56.13288828,0.11159135,8.559285619,29.46407622,30.1143576,5.66953416,14.75781385,7.082247518
8,5/29/2007,8,41.867108,-87.654224,2,0,0,0,0,1,0,0,0,1.000510672,84.79732195,57.51432895,71.2620085,54.87684392,0.162658578,6.391473384,29.41041002,30.1313627,5.744753245,16.745274,6.48765434,2.001021345,84.23873474,62.01634572,73.48088797,56.13288828,0.11159135,8.559285619,29.46407622,30.1143576,5.66953416,14.75781385,7.082247518
9,5/29/2007,8,41.896282,-87.655232,1,0,0,0,0,1,0,0,0,1.000510672,84.79732195,57.51432895,71.2620085,54.87684392,0.162658578,6.391473384,29.41041002,30.1313627,5.744753245,16.745274,6.48765434,2.001021345,84.23873474,62.01634572,73.48088797,56.13288828,0.11159135,8.559285619,29.46407622,30.1143576,5.66953416,14.75781385,7.082247518
10,5/29/2007,8,41.919343,-87.694259,1,0,0,0,1,0,0,0,0,1.000510672,84.79732195,57.51432895,71.2620085,54.87684392,0.162658578,6.391473384,29.41041002,30.1313627,5.744753245,16.745274,6.48765434,2.001021345,84.23873474,62.01634572,73.48088797,56.13288828,0.11159135,8.559285619,29.46407622,30.1143576,5.66953416,14.75781385,7.082247518
11,5/29/2007,8,41.921965,-87.632085,2,0,0,0,1,0,0,0,0,1.000510672,84.79732195,57.51432895,71.2620085,54.87684392,0.162658578,6.391473384,29.41041002,30.1313627,5.744753245,16.745274,6.48765434,2.001021345,84.23873474,62.01634572,73.48088797,56.13288828,0.11159135,8.559285619,29.46407622,30.1143576,5.66953416,14.75781385,7.082247518
12,5/29/2007,8,41.921965,-87.632085,3,0,0,0,0,1,0,0,0,1.000510672,84.79732195,57.51432895,71.2620085,54.87684392,0.162658578,6.391473384,29.41041002,30.1313627,5.744753245,16.745274,6.48765434,2.001021345,84.23873474,62.01634572,73.48088797,56.13288828,0.11159135,8.559285619,29.46407622,30.1143576,5.66953416,14.75781385,7.082247518
13,5/29/2007,8,41.688324,-87.676709,1,0,0,0,1,0,0,0,0,1.000510672,84.79732195,57.51432895,71.2620085,54.87684392,0.162658578,6.391473384,29.41041002,30.1313627,5.744753245,16.745274,6.48765434,2.001021345,84.23873474,62.01634572,73.48088797,56.13288828,0.11159135,8.559285619,29.46407622,30.1143576,5.66953416,14.75781385,7.082247518
14,5/29/2007,8,41.688324,-87.676709,1,0,0,0,0,1,0,0,0,1.000510672,84.79732195,57.51432895,71.2620085,54.87684392,0.162658578,6.391473384,29.41041002,30.1313627,5.744753245,16.745274,6.48765434,2.001021345,84.23873474,62.01634572,73.48088797,56.13288828,0.11159135,8.559285619,29.46407622,30.1143576,5.66953416,14.75781385,7.082247518
15,5/29/2007,8,41.862292,-87.64886,1,0,0,0,0,1,0,0,0,1.000510672,84.79732195,57.51432895,71.2620085,54.87684392,0.162658578,6.391473384,29.41041002,30.1313627,5.744753245,16.745274,6.48765434,2.001021345,84.23873474,62.01634572,73.48088797,56.13288828,0.11159135,8.559285619,29.46407622,30.1143576,5.66953416,14.75781385,7.082247518
16,5/29/2007,9,41.720848,-87.666014,3,0,0,0,0,1,0,0,0,1.000510672,84.79732195,57.51432895,71.2620085,54.87684392,0.162658578,6.391473384,29.41041002,30.1313627,5.744753245,16.745274,6.48765434,2.001021345,84.23873474,62.01634572,73.48088797,56.13288828,0.11159135,8.559285619,29.46407622,30.1143576,5.66953416,14.75781385,7.082247518
17,5/29/2007,8,41.731922,-87.677512,5,0,0,0,0,1,0,0,0,1.000510672,84.79732195,57.51432895,71.2620085,54.87684392,0.162658578,6.391473384,29.41041002,30.1313627,5.744753245,16.745274,6.48765434,2.001021345,84.23873474,62.01634572,73.48088797,56.13288828,0.11159135,8.559285619,29.46407622,30.1143576,5.66953416,14.75781385,7.082247518
18,5/29/2007,8,41.731922,-87.677512,1,0,0,1,0,0,0,0,0,1.000510672,84.79732195,57.51432895,71.2620085,54.87684392,0.162658578,6.391473384,29.41041002,30.1313627,5.744753245,16.745274,6.48765434,2.001021345,84.23873474,62.01634572,73.48088797,56.13288828,0.11159135,8.559285619,29.46407622,30.1143576,5.66953416,14.75781385,7.082247518
19,5/29/2007,5,41.891126,-87.61156,1,0,0,0,1,0,0,0,0,1.000510672,84.79732195,57.51432895,71.2620085,54.87684392,0.162658578,6.391473384,29.41041002,30.1313627,5.744753245,16.745274,6.48765434,2.001021345,84.23873474,62.01634572,73.48088797,56.13288828,0.11159135,8.559285619,29.46407622,30.1143576,5.66953416,14.75781385,7.082247518
20,5/29/2007,5,41.891126,-87.61156,2,0,0,0,0,1,0,0,0,1.000510672,84.79732195,57.51432895,71.2620085,54.87684392,0.162658578,6.391473384,29.41041002,30.1313627,5.744753245,16.745274,6.48765434,2.001021345,84.23873474,62.01634572,73.48088797,56.13288828,0.11159135,8.559285619,29.46407622,30.1143576,5.66953416,14.75781385,7.082247518
21,5/29/2007,8,41.999129,-87.795585,1,0,0,0,1,0,0,0,0,1.000510672,84.79732195,57.51432895,71.2620085,54.87684392,0.162658578,6.391473384,29.41041002,30.1313627,5.744753245,16.745274,6.48765434,2.001021345,84.23873474,62.01634572,73.48088797,56.13288828,0.11159135,8.559285619,29.46407622,30.1143576,5.66953416,14.75781385,7.082247518
22,5/29/2007,8,42.01743,-87.687769,1,0,0,0,1,0,0,0,0,1.000510672,84.79732195,57.51432895,71.2620085,54.87684392,0.162658578,6.391473384,29.41041002,30.1313627,5.744753245,16.745274,6.48765434,2.001021345,84.23873474,62.01634572,73.48088797,56.13288828,0.11159135,8.559285619,29.46407622,30.1143576,5.66953416,14.75781385,7.082247518
23,5/29/2007,8,41.907645,-87.760886,1,0,0,0,0,1,0,0,0,1.000510672,84.79732195,57.51432895,71.2620085,54.87684392,0.162658578,6.391473384,29.41041002,30.1313627,5.744753245,16.745274,6.48765434,2.001021345,84.23873474,62.01634572,73.48088797,56.13288828,0.11159135,8.559285619,29.46407622,30.1143576,5.66953416,14.75781385,7.082247518
24,5/29/2007,8,41.732984,-87.649642,1,0,0,0,0,1,0,0,0,1.000510672,84.79732195,57.51432895,71.2620085,54.87684392,0.162658578,6.391473384,29.41041002,30.1313627,5.744753245,16.745274,6.48765434,2.001021345,84.23873474,62.01634572,73.48088797,56.13288828,0.11159135,8.559285619,29.46407622,30.1143576,5.66953416,14.75781385,7.082247518
25,6/5/2007,9,41.95469,-87.800991,3,0,0,0,1,0,0,0,0,1.000510672,66.86266698,50.74727957,59.26424874,51.27865054,6.304596051,0.53565109,29.03796515,29.73475875,5.777551225,12.14806064,7.983316918,2.001021345,66.31936352,53.34736923,59.87743865,50.3485622,5.81423858,0.658483534,29.09755957,29.72412318,6.500926986,10.44652862,8.459436159
26,6/5/2007,9,41.95469,-87.800991,5,0,0,0,0,1,0,0,0,1.000510672,66.86266698,50.74727957,59.26424874,51.27865054,6.304596051,0.53565109,29.03796515,29.73475875,5.777551225,12.14806064,7.983316918,2.001021345,66.31936352,53.34736923,59.87743865,50.3485622,5.81423858,0.658483534,29.09755957,29.72412318,6.500926986,10.44652862,8.459436159
27,6/5/2007,9,41.95469,-87.800991,1,0,0,1,0,0,0,0,0,1.000510672,66.86266698,50.74727957,59.26424874,51.27865054,6.304596051,0.53565109,29.03796515,29.73475875,5.777551225,12.14806064,7.983316918,2.001021345,66.31936352,53.34736923,59.87743865,50.3485622,5.81423858,0.658483534,29.09755957,29.72412318,6.500926986,10.44652862,8.459436159
28,6/5/2007,8,41.974089,-87.824812,1,0,0,0,1,0,0,0,0,1.000510672,66.86266698,50.74727957,59.26424874,51.27865054,6.304596051,0.53565109,29.03796515,29.73475875,5.777551225,12.14806064,7.983316918,2.001021345,66.31936352,53.34736923,59.87743865,50.3485622,5.81423858,0.658483534,29.09755957,29.72412318,6.500926986,10.44652862,8.459436159
29,6/5/2007,8,41.974089,-87.824812,2,0,0,0,0,1,0,0,0,1.000510672,66.86266698,50.74727957,59.26424874,51.27865054,6.304596051,0.53565109,29.03796515,29.73475875,5.777551225,12.14806064,7.983316918,2.001021345,66.31936352,53.34736923,59.87743865,50.3485622,5.81423858,0.658483534,29.09755957,29.72412318,6.500926986,10.44652862,8.459436159
30,6/5/2007,8,41.9216,-87.666455,1,0,0,0,1,0,0,0,0,1.000510672,66.86266698,50.74727957,59.26424874,51.27865054,6.304596051,0.53565109,29.03796515,29.73475875,5.777551225,12.14806064,7.983316918,2.001021345,66.31936352,53.34736923,59.87743865,50.3485622,5.81423858,0.658483534,29.09755957,29.72412318,6.500926986,10.44652862,8.459436159
31,6/5/2007,8,41.9216,-87.666455,2,0,0,0,0,1,0,0,0,1.000510672,66.86266698,50.74727957,59.26424874,51.27865054,6.304596051,0.53565109,29.03796515,29.73475875,5.777551225,12.14806064,7.983316918,2.001021345,66.31936352,53.34736923,59.87743865,50.3485622,5.81423858,0.658483534,29.09755957,29.72412318,6.500926986,10.44652862,8.459436159
32,6/5/2007,8,41.9216,-87.666455,1,0,0,1,0,0,0,0,0,1.000510672,66.86266698,50.74727957,59.26424874,51.27865054,6.304596051,0.53565109,29.03796515,29.73475875,5.777551225,12.14806064,7.983316918,2.001021345,66.31936352,53.34736923,59.87743865,50.3485622,5.81423858,0.658483534,29.09755957,29.72412318,6.500926986,10.44652862,8.459436159
33,6/5/2007,8,41.891118,-87.654491,1,0,0,0,0,1,0,0,0,1.000510672,66.86266698,50.74727957,59.26424874,51.27865054,6.304596051,0.53565109,29.03796515,29.73475875,5.777551225,12.14806064,7.983316918,2.001021345,66.31936352,53.34736923,59.87743865,50.3485622,5.81423858,0.658483534,29.09755957,29.72412318,6.500926986,10.44652862,8.459436159
